station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"State St & Kinzie St",41.88918,-87.6277,2103,1881,222,2153
"Sheridan Rd & Loyola Ave",42.0010437798,-87.6611982433,2102,1830,272,2154
"Clark St & Schreiber Ave",41.999245,-87.671249,2102,1830,272,2154
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,2102,674,1428,2155
"Michigan Ave & Oak St",41.90096039,-87.62377664,2102,674,1428,2155
"Clark St & Armitage Ave",41.918306,-87.636282,2102,1458,644,2156
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2102,1458,644,2156
"Morgan St & Lake St",41.8854833079,-87.6523048564,2101,2067,34,2157
"Racine Ave & Randolph St",41.8840812248,-87.6569207293,2101,2067,34,2157
"Ogden Ave & Race Ave",41.891795,-87.658751,2100,1890,210,2158
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,2100,1890,210,2158
"Broadway & Barry Ave",41.937725,-87.644095,2100,855,1245,2159
"Streeter Dr & Grand Ave",41.892278,-87.612043,2100,855,1245,2159
"State St & Randolph St",41.8847302006,-87.6277335692,2099,1760,339,2160
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2099,1760,339,2160
"Clinton St & Lake St",41.885637,-87.641823,2099,1951,148,2161
"Daley Center Plaza",41.884241,-87.629634,2099,1951,148,2161
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,2099,1902,197,2162
"Winthrop Ave & Lawrence Ave",41.968812,-87.657659,2099,1902,197,2162
"Wells St & Hubbard St",41.889906,-87.634266,2098,1831,267,2163
"Larrabee St & Kingsbury St",41.897764,-87.642884,2098,1831,267,2163
"Wabash Ave & 8th St",41.871962,-87.626106,2097,1570,527,2164
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2097,1570,527,2164
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,2096,1823,273,2165
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2096,1823,273,2165
"Canal St & Madison St",41.882091,-87.639833,2096,1802,294,2166
"Wabash Ave & Wacker Pl",41.886875,-87.62603,2096,1802,294,2166
"Sedgwick St & North Ave",41.910983,-87.638525,2096,1921,175,2167
"Larrabee St & Kingsbury St",41.897764,-87.642884,2096,1921,175,2167
"Wabash Ave & Grand Ave",41.891738,-87.626937,2095,1890,205,2168
"Kingsbury St & Erie St",41.8939139,-87.6417358,2095,1890,205,2168
"Wells St & Polk St",41.872373,-87.633523,2095,1900,195,2169
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2095,1900,195,2169
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2095,1743,352,2170
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,2095,1743,352,2170
"State St & Harrison St",41.874053,-87.627716,2094,1868,226,2171
"Daley Center Plaza",41.884241,-87.629634,2094,1868,226,2171
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,2094,1800,294,2172
"McClurg Ct & Erie St",41.894503,-87.617854,2094,1800,294,2172
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2094,843,1251,2173
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2094,843,1251,2173
"Peoria St & Jackson Blvd",41.877749,-87.649633,2092,2066,26,2174
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,2092,2066,26,2174
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2092,1912,180,2175
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2092,1912,180,2175
"Clark St & Schiller St",41.907993,-87.631501,2092,1486,606,2176
"Clark St & Wrightwood Ave",41.929546,-87.643118,2092,1486,606,2176
"Canal St & Adams St",41.879255,-87.639904,2091,1883,208,2177
"Wells St & Polk St",41.8727315423,-87.6335164905,2091,1883,208,2177
"Clarendon Ave & Junior Ter",41.961004,-87.649603,2090,1930,160,2178
"Broadway & Wilson Ave",41.965221,-87.658139,2090,1930,160,2178
"Wacker Dr & Washington St Corral",41.88316,-87.63736,2090,2000,90,2179
"Green St & Madison St",41.881859328,-87.6492637396,2090,2000,90,2179
"Dearborn St & Erie St",41.893992,-87.629318,2089,1615,474,2180
"Michigan Ave & Lake St",41.886024,-87.624117,2089,1615,474,2180
"Southport Ave & Belmont Ave",41.9394777504,-87.6637476683,2088,1654,434,2181
"Wilton Ave & Belmont Ave",41.9402319181,-87.6529437304,2088,1654,434,2181
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2087,1849,238,2182
"Clark St & Elm St",41.903233,-87.631253,2087,1849,238,2182
"Clinton St & Madison St",41.8827519657,-87.6411902905,2087,1902,185,2183
"Racine Ave & Randolph St",41.8840812248,-87.6569207293,2087,1902,185,2183
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2086,1810,276,2184
"Clark St & Randolph St",41.884576228,-87.63188991,2086,1810,276,2184
"Wabash Ave & Wacker Pl",41.886875,-87.62603,2086,687,1399,2185
"Michigan Ave & Pearson St",41.89766,-87.62351,2086,687,1399,2185
"Clark St & Armitage Ave",41.918306,-87.636282,2086,1879,207,2186
"Franklin St & Monroe St",41.880317,-87.635185,2086,1879,207,2186
"Rush St & Cedar St",41.9023087012,-87.627690528,2085,1269,816,2187
"Clark St & Lincoln Ave",41.915689,-87.6346,2085,1269,816,2187
"Clark St & Grace St",41.95078,-87.659172,2084,1479,605,2188
"Ashland Ave & Grace St",41.950687,-87.6687,2084,1479,605,2188
"Broadway & Ridge Ave",41.9840446107,-87.6602738295,2083,1223,860,2189
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,2083,1223,860,2189
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,2083,1746,337,2190
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,2083,1746,337,2190
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2083,994,1089,2191
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2083,994,1089,2191
"Bissell St & Armitage Ave",41.91844,-87.65222,2083,1832,251,2192
"Sedgwick St & North Ave",41.910983,-87.638525,2083,1832,251,2192
"Wabash Ave & Grand Ave",41.891738,-87.626937,2083,1176,907,2193
"Michigan Ave & Lake St",41.886024,-87.624117,2083,1176,907,2193
"Canal St & Adams St",41.879255,-87.639904,2082,1980,102,2194
"Franklin St & Chicago Ave",41.89679,-87.63564,2082,1980,102,2194
"Canal St & Adams St",41.879255,-87.639904,2082,2032,50,2195
"Ashland Ave & Augusta Blvd",41.899643,-87.6677,2082,2032,50,2195
"Green St & Madison St",41.881859328,-87.6492637396,2081,1727,354,2196
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2081,1727,354,2196
"Broadway & Belmont Ave",41.940106,-87.645451,2081,1763,318,2197
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,2081,1763,318,2197
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,2081,1090,991,2198
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2081,1090,991,2198
"Franklin St & Quincy St",41.878724,-87.634793,2080,1964,116,2199
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2080,1964,116,2199
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2079,2053,26,2200
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2079,2053,26,2200
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,2079,1511,568,2201
"Humboldt Blvd & Armitage Ave",41.917513394,-87.7018089555,2079,1511,568,2201
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2078,1737,341,2202
"Dearborn St & Erie St",41.893992,-87.629318,2078,1737,341,2202
"Canal St & Adams St",41.879255,-87.639904,2078,1804,274,2203
"State St & Harrison St",41.874053,-87.627716,2078,1804,274,2203
"Clinton St & Washington Blvd",41.88338,-87.64117,2078,1873,205,2204
"Wells St & Evergreen Ave",41.906724,-87.63483,2078,1873,205,2204
"Broadway & Sheridan Rd",41.952833,-87.649993,2077,994,1083,2205
"Montrose Harbor",41.963982,-87.638181,2077,994,1083,2205
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2077,1893,184,2206
"Clinton St & Lake St",41.885637,-87.641823,2077,1893,184,2206
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2075,1750,325,2207
"Wood St & Milwaukee Ave",41.907655,-87.672552,2075,1750,325,2207
"Field Blvd & South Water St",41.8863490627,-87.6175165471,2075,1524,551,2208
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,2075,1524,551,2208
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2074,512,1562,2209
"Clark St & North Ave",41.911974,-87.631942,2074,512,1562,2209
"Lake Shore Dr & Ohio St",41.89257,-87.614492,2073,1109,964,2210
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2073,1109,964,2210
"Damen Ave & Augusta Blvd",41.899714,-87.677234,2073,1851,222,2211
"Damen Ave & Chicago Ave",41.895769,-87.67722,2073,1851,222,2211
"Clinton St & Madison St",41.8827519657,-87.6411902905,2072,1980,92,2212
"LaSalle St & Adams St",41.8793443735,-87.6319852213,2072,1980,92,2212
"Wells St & Elm St",41.903222,-87.634324,2072,1680,392,2213
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2072,1680,392,2213
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,2070,1938,132,2214
"Clinton St & Lake St",41.885637,-87.641823,2070,1938,132,2214
"State St & 35th St",41.83104,-87.62688,2069,1983,86,2215
"Indiana Ave & 31st St",41.838842,-87.621857,2069,1983,86,2215
"Green St & Madison St",41.881859328,-87.6492637396,2069,1767,302,2216
"Franklin St & Lake St",41.885837,-87.6355,2069,1767,302,2216
"Honore St & Division St",41.903119,-87.673935,2068,1683,385,2217
"Western Ave & Walton St",41.8984176894,-87.6865960164,2068,1683,385,2217
"Broadway & Barry Ave",41.937582316,-87.644097805,2068,1636,432,2218
"Wilton Ave & Belmont Ave",41.9402319181,-87.6529437304,2068,1636,432,2218
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2068,1518,550,2219
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,2068,1518,550,2219
"Wells St & Evergreen Ave",41.906724,-87.63483,2067,1846,221,2220
"Franklin St & Lake St",41.885837,-87.6355,2067,1846,221,2220
"Albany Ave & Bloomingdale Ave",41.9140267127,-87.705126462,2067,1143,924,2221
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2067,1143,924,2221
"Clinton St & Madison St",41.8827519657,-87.6411902905,2065,1903,162,2222
"Federal St & Polk St",41.8720776329,-87.6295437729,2065,1903,162,2222
"Morgan Ave & 14th Pl",41.862378,-87.651062,2065,1972,93,2223
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2065,1972,93,2223
"Ritchie Ct & Banks St",41.906866,-87.626217,2064,1133,931,2224
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2064,1133,931,2224
"Franklin St & Quincy St",41.878724,-87.634793,2064,1964,100,2225
"Daley Center Plaza",41.884241,-87.629634,2064,1964,100,2225
"Canal St & Jackson Blvd",41.877988,-87.640769,2064,1827,237,2226
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2064,1827,237,2226
"Franklin St & Chicago Ave",41.89679,-87.63564,2063,1795,268,2227
"Wells St & Concord Ln",41.912133,-87.634656,2063,1795,268,2227
"Wilton Ave & Belmont Ave",41.94018,-87.65304,2063,1697,366,2228
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,2063,1697,366,2228
"Western Ave & Leland Ave",41.966555,-87.688487,2063,1837,226,2229
"Lincoln Ave & Leavitt St",41.962391,-87.684146,2063,1837,226,2229
"LaSalle Dr & Huron St",41.894877,-87.632326,2062,1895,167,2230
"Larrabee St & Kingsbury St",41.897764,-87.642884,2062,1895,167,2230
"Canal St & Adams St",41.879255,-87.639904,2062,1857,205,2231
"Sangamon St & Washington Blvd",41.883165,-87.6511,2062,1857,205,2231
"Wabash Ave & 9th St",41.870769,-87.625734,2062,1522,540,2232
"Wabash Ave & 16th St",41.860384,-87.625813,2062,1522,540,2232
"State St & Randolph St",41.8847302006,-87.6277335692,2062,394,1668,2233
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2062,394,1668,2233
"Canal St & Adams St",41.879255,-87.639904,2061,1845,216,2234
"Canal St & Madison St",41.882091,-87.639833,2061,1845,216,2234
"University Ave & 57th St",41.791478,-87.599861,2061,1911,150,2235
"Greenwood Ave & 47th St",41.809835,-87.599383,2061,1911,150,2235
"Larrabee St & Armitage Ave",41.918084,-87.643749,2061,1159,902,2236
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2061,1159,902,2236
"Lake Shore Dr & Ohio St",41.89257,-87.614492,2061,677,1384,2237
"McClurg Ct & Illinois St",41.89102,-87.6173,2061,677,1384,2237
"Canal St & Monroe St",41.8807,-87.63947,2061,1904,157,2238
"State St & Kinzie St",41.88918,-87.6277,2061,1904,157,2238
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,2059,1677,382,2239
"Broadway & Cornelia Ave",41.945529,-87.646439,2059,1677,382,2239
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2056,1496,560,2240
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2056,1496,560,2240
"Morgan Ave & 14th Pl",41.862378,-87.651062,2055,1813,242,2241
"Halsted St & Polk St",41.87184,-87.64664,2055,1813,242,2241
"Streeter Dr & Grand Ave",41.892278,-87.612043,2054,1077,977,2242
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2054,1077,977,2242
"Dearborn St & Erie St",41.893992,-87.629318,2051,1448,603,2243
"Clark St & North Ave",41.911974,-87.631942,2051,1448,603,2243
"Clark St & Bryn Mawr Ave",41.983593,-87.669154,2050,1539,511,2244
"Clark St & Winnemac Ave",41.9733476405,-87.6678554714,2050,1539,511,2244
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2050,1755,295,2245
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,2050,1755,295,2245
"LaSalle St & Illinois St",41.890762,-87.631697,2049,1545,504,2246
"Wells St & Concord Ln",41.912133,-87.634656,2049,1545,504,2246
"Wells St & Huron St",41.8947953,-87.6343743,2049,1833,216,2247
"Sedgwick St & Huron St",41.894666,-87.638437,2049,1833,216,2247
"Canal St & Adams St",41.879255,-87.639904,2048,1727,321,2248
"Halsted St & Polk St",41.87184,-87.64664,2048,1727,321,2248
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,2048,1854,194,2249
"Clark St & Grace St",41.95078,-87.659172,2048,1854,194,2249
"Wabash Ave & Grand Ave",41.891738,-87.626937,2047,1821,226,2250
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2047,1821,226,2250
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2046,1766,280,2251
"Wabash Ave & 8th St",41.871962,-87.626106,2046,1766,280,2251
"Halsted St & Roosevelt Rd",41.867324,-87.648625,2046,1727,319,2252
"Racine Ave & Congress Pkwy",41.87464,-87.65703,2046,1727,319,2252
"Milwaukee Ave & Rockwell St",41.920195,-87.693033,2046,1584,462,2253
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,2046,1584,462,2253
"Franklin St & Monroe St",41.880317,-87.635185,2045,1843,202,2254
"Desplaines St & Randolph St",41.883703,-87.644238,2045,1843,202,2254
"Wells St & Concord Ln",41.912133,-87.634656,2045,972,1073,2255
"Theater on the Lake",41.926277,-87.630834,2045,972,1073,2255
"Clinton St & Washington Blvd",41.88338,-87.64117,2044,1856,188,2256
"Sangamon St & Washington Blvd",41.883165,-87.6511,2044,1856,188,2256
"Larrabee St & Webster Ave",41.921822,-87.64414,2044,1791,253,2257
"Larrabee St & Menomonee St",41.91468,-87.64332,2044,1791,253,2257
"Michigan Ave & 14th St",41.864059,-87.623727,2044,1817,227,2258
"Columbus Dr & Randolph St",41.884728,-87.619521,2044,1817,227,2258
"Dayton St & North Ave",41.9105780349,-87.6494219288,2043,1891,152,2259
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,2043,1891,152,2259
"Clinton St & Madison St",41.8827519657,-87.6411902905,2043,1731,312,2260
"LaSalle St & Illinois St",41.890762,-87.631697,2043,1731,312,2260
"Wood St & Taylor St (Temp)",41.8692652184,-87.6737308502,2042,1888,154,2261
"Western Ave & Fillmore St",41.868563,-87.686234,2042,1888,154,2261
"Rush St & Hubbard St",41.890173,-87.626185,2041,1998,43,2262
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2041,1998,43,2262
"Streeter Dr & Grand Ave",41.892278,-87.612043,2041,426,1615,2263
"Sedgwick St & Webster Ave",41.922167,-87.638888,2041,426,1615,2263
"Lincoln Ave & Roscoe St",41.94334,-87.67097,2041,1930,111,2264
"Lincoln Ave & Waveland Ave",41.94911,-87.675112,2041,1930,111,2264
"Delano Ct & Roosevelt Rd",41.867491,-87.63219,2040,1663,377,2265
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,2040,1663,377,2265
"Peoria St & Jackson Blvd",41.877749,-87.649633,2039,1943,96,2266
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2039,1943,96,2266
"LaSalle St & Washington St",41.882664,-87.63253,2039,1931,108,2267
"Clark St & Schiller St",41.907993,-87.631501,2039,1931,108,2267
"Michigan Ave & Madison St",41.882134,-87.625125,2039,398,1641,2268
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2039,398,1641,2268
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,2038,1679,359,2269
"Larrabee St & Webster Ave",41.921822,-87.64414,2038,1679,359,2269
"Clark St & North Ave",41.911974,-87.631942,2036,996,1040,2270
"Clark St & Lincoln Ave",41.915689,-87.6346,2036,996,1040,2270
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,2036,1441,595,2271
"Albany Ave & Bloomingdale Ave",41.9140267127,-87.705126462,2036,1441,595,2271
"Western Ave & Division St",41.902893,-87.687275,2034,1603,431,2272
"Honore St & Division St",41.903119,-87.673935,2034,1603,431,2272
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2034,959,1075,2273
"Wabash Ave & Wacker Pl",41.886875,-87.62603,2034,959,1075,2273
"Wabash Ave & 9th St",41.870769,-87.625734,2033,1135,898,2274
"Millennium Park",41.8810317,-87.62408432,2033,1135,898,2274
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2033,1832,201,2275
"Stetson Ave & South Water St",41.886835,-87.62232,2033,1832,201,2275
"Franklin St & Chicago Ave",41.89679,-87.63564,2033,1899,134,2276
"Clinton St & Madison St",41.8827519657,-87.6411902905,2033,1899,134,2276
"State St & Randolph St",41.8847302006,-87.6277335692,2033,1349,684,2277
"State St & Van Buren St",41.877181,-87.627844,2033,1349,684,2277
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2032,303,1729,2278
"Wabash Ave & Grand Ave",41.891738,-87.626937,2032,303,1729,2278
"Ashland Ave & Blackhawk St",41.907066,-87.667252,2031,1736,295,2279
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,2031,1736,295,2279
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,2031,1765,266,2280
"Kingsbury St & Erie St",41.8939139,-87.6417358,2031,1765,266,2280
"Montrose Harbor",41.963982,-87.638181,2031,880,1151,2281
"Broadway & Berwyn Ave",41.978353,-87.659753,2031,880,1151,2281
"Wood St & Milwaukee Ave",41.907655,-87.672552,2031,1592,439,2282
"Noble St & Milwaukee Ave",41.90068,-87.6626,2031,1592,439,2282
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,2030,1035,995,2283
"Michigan Ave & Lake St",41.886024,-87.624117,2030,1035,995,2283
"Wabash Ave & 9th St",41.870769,-87.625734,2029,1741,288,2284
"Daley Center Plaza",41.884241,-87.629634,2029,1741,288,2284
"Clinton St & Madison St",41.8827519657,-87.6411902905,2029,1230,799,2285
"Streeter Dr & Grand Ave",41.892278,-87.612043,2029,1230,799,2285
"Halsted St & Wrightwood Ave",41.929143,-87.649077,2028,1598,430,2286
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,2028,1598,430,2286
"Racine Ave & 35th St",41.8306885647,-87.6562106609,2027,1612,415,2287
"Wentworth Ave & 35th St",41.830777,-87.632504,2027,1612,415,2287
"Wells St & Huron St",41.8947953,-87.6343743,2025,1637,388,2288
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2025,1637,388,2288
"Clark St & Lunt Ave",42.0090111806,-87.6741117239,2025,1834,191,2289
"Sheridan Rd & Greenleaf Ave",42.0105865628,-87.6624120948,2025,1834,191,2289
"Larrabee St & Kingsbury St",41.897764,-87.642884,2025,1970,55,2290
"Canal St & Jackson Blvd",41.877988,-87.640769,2025,1970,55,2290
"Montrose Harbor",41.963982,-87.638181,2025,987,1038,2291
"Broadway & Cornelia Ave",41.945529,-87.646439,2025,987,1038,2291
"State St & Kinzie St",41.88918,-87.6277,2025,1832,193,2292
"Clinton St & Lake St",41.88583274,-87.64138231,2025,1832,193,2292
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2024,1671,353,2293
"State St & Kinzie St",41.88918,-87.6277,2024,1671,353,2293
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,2022,353,1669,2294
"Streeter Dr & Grand Ave",41.892278,-87.612043,2022,353,1669,2294
"Pine Grove Ave & Waveland Ave",41.9494727409,-87.6464527845,2022,1457,565,2295
"Broadway & Barry Ave",41.937582316,-87.644097805,2022,1457,565,2295
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2020,1762,258,2296
"Carpenter St & Huron St",41.894556,-87.653449,2020,1762,258,2296
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2020,1611,409,2297
"Columbus Dr & Randolph St",41.884728,-87.619521,2020,1611,409,2297
"Halsted St & Polk St",41.87184,-87.64664,2019,1932,87,2298
"Jefferson St & Monroe St",41.880422,-87.642746,2019,1932,87,2298
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2018,1446,572,2299
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,2018,1446,572,2299
