station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"Green St & Madison St",41.881859328,-87.6492637396,1501,1274,227,3509
"Marshfield Ave & Cortland St",41.916017,-87.668879,1501,1314,187,3510
"Larrabee St & Webster Ave",41.921822,-87.64414,1501,1314,187,3510
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1500,755,745,3511
"Calumet Ave & 21st St",41.8541842495,-87.6191537415,1500,755,745,3511
"Halsted St & Dickens Ave",41.919936,-87.64883,1500,1179,321,3512
"Halsted St & Clybourn Ave",41.909668,-87.648128,1500,1179,321,3512
"Clark St & Wrightwood Ave",41.929546,-87.643118,1500,1054,446,3513
"Racine Ave & Belmont Ave",41.939743,-87.658865,1500,1054,446,3513
"State St & Randolph St",41.8847302006,-87.6277335692,1500,1006,494,3514
"LaSalle St & Illinois St",41.890749,-87.63206,1500,1006,494,3514
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,1499,1321,178,3515
"Kingsbury St & Erie St",41.8939139,-87.6417358,1499,1321,178,3515
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1498,1383,115,3516
"Damen Ave & Wellington Ave",41.93588,-87.67842,1498,1383,115,3516
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1498,1294,204,3517
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1498,1294,204,3517
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,1498,1367,131,3518
"Southport Ave & Wrightwood Ave",41.92888,-87.66317,1498,1367,131,3518
"Larrabee St & Kingsbury St",41.897764,-87.642884,1498,1358,140,3519
"Daley Center Plaza",41.884241,-87.629634,1498,1358,140,3519
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1497,841,656,3520
"Marine Dr & Ainslie St",41.9716,-87.650154,1497,841,656,3520
"Ashland Ave & Grand Ave",41.891072,-87.666611,1497,1356,141,3521
"Clinton St & Washington Blvd",41.88338,-87.64117,1497,1356,141,3521
"Wabash Ave & Cermak Rd",41.852619,-87.626488,1497,1289,208,3522
"Indiana Ave & 26th St",41.845687,-87.622481,1497,1289,208,3522
"Southport Ave & Roscoe St",41.943739,-87.66402,1497,1103,394,3523
"Southport Ave & Wellington Ave",41.9357746177,-87.6636001468,1497,1103,394,3523
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1496,1105,391,3524
"State St & Chicago Ave",41.8966172004,-87.6285785437,1496,1105,391,3524
"Clark St & Schiller St",41.907993,-87.631501,1496,1373,123,3525
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1496,1373,123,3525
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1496,1044,452,3526
"State St & Randolph St",41.8847302006,-87.6277335692,1496,1044,452,3526
"Larrabee St & Webster Ave",41.921822,-87.64414,1496,1195,301,3527
"Larrabee St & Division St",41.90348607,-87.6433534936,1496,1195,301,3527
"Morgan St & Lake St",41.8854833079,-87.6523048564,1496,1318,178,3528
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1496,1318,178,3528
"Canal St & Adams St",41.879255,-87.639904,1495,1324,171,3529
"Wells St & Walton St",41.89993001,-87.63443007,1495,1324,171,3529
"Calumet Ave & 18th St",41.857611,-87.619407,1495,1477,18,3530
"Franklin St & Monroe St",41.880317,-87.635185,1495,1477,18,3530
"Morgan St & Lake St",41.8854833079,-87.6523048564,1494,1445,49,3531
"Artesian Ave & Hubbard St",41.8895,-87.688257,1494,1445,49,3531
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,1494,1379,115,3532
"Clinton St & Washington Blvd",41.88338,-87.64117,1494,1379,115,3532
"Clinton St & Lake St",41.885637,-87.641823,1494,1213,281,3533
"LaSalle St & Illinois St",41.890762,-87.631697,1494,1213,281,3533
"Larrabee St & Kingsbury St",41.897764,-87.642884,1494,1302,192,3534
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1494,1302,192,3534
"State St & Kinzie St",41.88918,-87.6277,1494,1186,308,3535
"Dearborn St & Erie St",41.893992,-87.629318,1494,1186,308,3535
"Damen Ave & Chicago Ave",41.895769,-87.67722,1493,1154,339,3536
"Ogden Ave & Race Ave",41.891795,-87.658751,1493,1154,339,3536
"Wilton Ave & Belmont Ave",41.94018,-87.65304,1493,1328,165,3537
"Ashland Ave & Wellington Ave",41.936083,-87.669807,1493,1328,165,3537
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1493,1430,63,3538
"Financial Pl & Ida B Wells Dr",41.875023628,-87.6330940425,1493,1430,63,3538
"St. Clair St & Erie St",41.8943451374,-87.6227983832,1493,1322,171,3539
"State St & Pearson St",41.897448,-87.628722,1493,1322,171,3539
"DuSable Lake Shore Dr & Wellington Ave",41.9366884495,-87.6368290186,1493,693,800,3540
"Montrose Harbor",41.963982,-87.638181,1493,693,800,3540
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,1493,1314,179,3541
"Clark St & Wrightwood Ave",41.929546,-87.643118,1493,1314,179,3541
"Wabash Ave & Grand Ave",41.891738,-87.626937,1493,1150,343,3542
"Franklin St & Quincy St",41.878724,-87.634793,1493,1150,343,3542
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1492,1292,200,3543
"Damen Ave & Clybourn Ave",41.931931,-87.677856,1492,1292,200,3543
"Wabash Ave & 9th St",41.870769,-87.625734,1492,535,957,3544
"Streeter Dr & Grand Ave",41.892278,-87.612043,1492,535,957,3544
"Rush St & Superior St",41.8957647456,-87.6259080327,1492,1149,343,3545
"Wells St & Evergreen Ave",41.906724,-87.63483,1492,1149,343,3545
"Columbus Dr & Randolph St",41.884728,-87.619521,1492,980,512,3546
"Wabash Ave & Grand Ave",41.891738,-87.626937,1492,980,512,3546
"Halsted St & Blackhawk St",41.90854,-87.648568,1491,1379,112,3547
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1491,1379,112,3547
"St. Clair St & Erie St",41.8943451374,-87.6227983832,1491,1146,345,3548
"State St & Kinzie St",41.88918,-87.6277,1491,1146,345,3548
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1491,1217,274,3549
"Franklin St & Monroe St",41.880317,-87.635185,1491,1217,274,3549
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1490,1136,354,3550
"Michigan Ave & Lake St",41.886024,-87.624117,1490,1136,354,3550
"Southport Ave & Roscoe St",41.943739,-87.66402,1490,1152,338,3551
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1490,1152,338,3551
"Canal St & Madison St",41.882091,-87.639833,1489,1379,110,3552
"Wells St & Concord Ln",41.912133,-87.634656,1489,1379,110,3552
"DuSable Lake Shore Dr & Wellington Ave",41.9366884495,-87.6368290186,1489,1005,484,3553
"DuSable Lake Shore Dr & Diversey Pkwy",41.932588,-87.636427,1489,1005,484,3553
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,1489,1302,187,3554
"Broadway & Wilson Ave",41.965221,-87.658139,1489,1302,187,3554
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1489,1336,153,3555
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,1489,1336,153,3555
"Michigan Ave & Ida B Wells Dr",41.876203,-87.624464,1488,1088,400,3556
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1488,1088,400,3556
"Wells St & Elm St",41.903222,-87.634324,1488,1152,336,3557
"Rush St & Superior St",41.8957647456,-87.6259080327,1488,1152,336,3557
"Green St & Randolph St*",41.8836016573,-87.6486267149,1488,1315,173,3558
"Morgan St & Lake St",41.8854833079,-87.6523048564,1488,1315,173,3558
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,1487,1342,145,3559
"Clark St & Lake St",41.8860208277,-87.6308760584,1487,1342,145,3559
"Sheffield Ave & Addison St",41.94688,-87.65445,1487,1225,262,3560
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,1487,1225,262,3560
"Ashland Ave & Blackhawk St",41.907066,-87.667252,1487,1312,175,3561
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1487,1312,175,3561
"Ritchie Ct & Banks St",41.906866,-87.626217,1487,688,799,3562
"Theater on the Lake",41.926277,-87.630834,1487,688,799,3562
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,1486,1150,336,3563
"Broadway & Belmont Ave",41.940106,-87.645451,1486,1150,336,3563
"Field Blvd & South Water St",41.8863490627,-87.6175165471,1486,1267,219,3564
"St. Clair St & Erie St",41.8943451374,-87.6227983832,1486,1267,219,3564
"Wentworth Ave & 33rd St",41.8345298856,-87.6318229814,1485,1384,101,3565
"State St & 33rd St",41.834734,-87.625813,1485,1384,101,3565
"Green St & Madison St",41.881859328,-87.6492637396,1485,719,766,3566
"Millennium Park",41.8810317,-87.62408432,1485,719,766,3566
"St. Clair St & Erie St",41.8943451374,-87.6227983832,1485,1124,361,3567
"LaSalle St & Illinois St",41.890762,-87.631697,1485,1124,361,3567
"Damen Ave & Division St",41.90331,-87.67695,1485,1379,106,3568
"Western Ave & Walton St",41.8984176894,-87.6865960164,1485,1379,106,3568
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1483,1204,279,3569
"Michigan Ave & 14th St",41.864059,-87.623727,1483,1204,279,3569
"State St & Randolph St",41.8847302006,-87.6277335692,1483,1267,216,3570
"LaSalle St & Jackson Blvd",41.87817,-87.631985,1483,1267,216,3570
"Wabash Ave & Wacker Pl",41.886875,-87.62603,1482,1161,321,3571
"State St & Pearson St",41.897448,-87.628722,1482,1161,321,3571
"Ashland Ave & Chicago Ave",41.895966,-87.667747,1482,1362,120,3572
"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1482,1362,120,3572
"Hermitage Ave & Polk St",41.871514,-87.669886,1481,1427,54,3573
"Peoria St & Jackson Blvd",41.877749,-87.649633,1481,1427,54,3573
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,1481,1071,410,3574
"Racine Ave & Fullerton Ave",41.925566,-87.658416,1481,1071,410,3574
"Clark St & Armitage Ave",41.918306,-87.636282,1481,566,915,3575
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,1481,566,915,3575
"Halsted St & Polk St",41.87184,-87.64664,1481,1321,160,3576
"Clinton St & Washington Blvd",41.88338,-87.64117,1481,1321,160,3576
"Millennium Park",41.8810317,-87.62408432,1481,464,1017,3577
"Clark St & Lake St",41.8860208277,-87.6308760584,1481,464,1017,3577
"Larrabee St & North Ave",41.91021,-87.6435,1480,1230,250,3578
"Wells St & Evergreen Ave",41.906724,-87.63483,1480,1230,250,3578
"Wells St & Evergreen Ave",41.906724,-87.63483,1479,1126,353,3579
"Sheffield Ave & Webster Ave",41.92154,-87.653818,1479,1126,353,3579
"Clark St & Elmdale Ave",41.9908604481,-87.66972363,1479,1387,92,3580
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,1479,1387,92,3580
"Clark St & Randolph St",41.884576228,-87.63188991,1479,1394,85,3581
"Wacker Dr & Washington St Corral",41.88316,-87.63736,1479,1394,85,3581
"Michigan Ave & 14th St",41.864059,-87.623727,1478,1348,130,3582
"MLK Jr Dr & 29th St",41.842052,-87.617,1478,1348,130,3582
"Southport Ave & Wrightwood Ave",41.928773,-87.663913,1478,1278,200,3583
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1478,1278,200,3583
"Wilton Ave & Belmont Ave",41.94018,-87.65304,1478,934,544,3584
"Clark St & Lincoln Ave",41.915689,-87.6346,1478,934,544,3584
"Clinton St & Tilden St",41.875885,-87.640795,1477,1417,60,3585
"Franklin St & Monroe St",41.880317,-87.635185,1477,1417,60,3585
"Desplaines St & Randolph St",41.883703,-87.644238,1477,1318,159,3586
"Franklin St & Lake St",41.885837,-87.6355,1477,1318,159,3586
"Stetson Ave & South Water St",41.886835,-87.62232,1477,1394,83,3587
"Canal St & Monroe St",41.8807,-87.63947,1477,1394,83,3587
"Rush St & Cedar St",41.9023087012,-87.627690528,1477,1029,448,3588
"LaSalle St & Illinois St",41.890762,-87.631697,1477,1029,448,3588
"Wells St & Hubbard St",41.889906,-87.634266,1477,547,930,3589
"Streeter Dr & Grand Ave",41.892278,-87.612043,1477,547,930,3589
"Michigan Ave & 8th St",41.872773,-87.623981,1477,538,939,3590
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,1477,538,939,3590
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1477,1141,336,3591
"Ashland Ave & Chicago Ave",41.895966,-87.667747,1477,1141,336,3591
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,1476,1409,67,3592
"Wolcott Ave & Polk St",41.871262,-87.673688,1476,1409,67,3592
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1476,1253,223,3593
"Noble St & Milwaukee Ave",41.90068,-87.6626,1476,1253,223,3593
"Dearborn St & Erie St",41.893992,-87.629318,1476,1278,198,3594
"LaSalle St & Illinois St",41.890749,-87.63206,1476,1278,198,3594
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,1475,1308,167,3595
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1475,1308,167,3595
"Canal St & Adams St",41.879255,-87.639904,1475,1256,219,3596
"Franklin St & Monroe St",41.880317,-87.635185,1475,1256,219,3596
"Dayton St & North Ave",41.9105780349,-87.6494219288,1475,1125,350,3597
"Wood St & Milwaukee Ave",41.907655,-87.672552,1475,1125,350,3597
"Sedgwick St & Huron St",41.894666,-87.638437,1475,1137,338,3598
"Wells St & Evergreen Ave",41.906724,-87.63483,1475,1137,338,3598
"State St & Pearson St",41.897448,-87.628722,1474,1382,92,3599
"Franklin St & Chicago Ave",41.89679,-87.63564,1474,1382,92,3599
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1473,1144,329,3600
"Dearborn St & Adams St",41.8793563587,-87.6297910363,1473,1144,329,3600
"Franklin St & Monroe St",41.880317,-87.635185,1473,1243,230,3601
"Rush St & Superior St",41.8957647456,-87.6259080327,1473,1243,230,3601
"Clark St & Randolph St",41.884576228,-87.63188991,1472,1260,212,3602
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1472,1260,212,3602
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,1472,1222,250,3603
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,1472,1222,250,3603
"Halsted St & Clybourn Ave",41.909668,-87.648128,1471,1263,208,3604
"Wells St & Huron St",41.8947953,-87.6343743,1471,1263,208,3604
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1471,875,596,3605
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1471,875,596,3605
"Broadway & Cornelia Ave",41.945529,-87.646439,1470,1204,266,3606
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,1470,1204,266,3606
"State St & Kinzie St",41.88918,-87.6277,1470,1237,233,3607
"Wells St & Concord Ln",41.912133,-87.634656,1470,1237,233,3607
"Larrabee St & North Ave",41.91021,-87.6435,1469,1267,202,3608
"Larrabee St & Division St",41.90348607,-87.6433534936,1469,1267,202,3608
"LaSalle St & Washington St",41.882664,-87.63253,1469,1226,243,3609
"State St & Kinzie St",41.88918,-87.6277,1469,1226,243,3609
"Peoria St & Jackson Blvd",41.877749,-87.649633,1468,1302,166,3610
"Dearborn St & Adams St",41.8793563587,-87.6297910363,1468,1302,166,3610
"Wells St & Huron St",41.8947953,-87.6343743,1468,1221,247,3611
"Larrabee St & Oak St",41.9002194932,-87.6429854676,1468,1221,247,3611
"Sangamon St & Washington Blvd",41.883004,-87.651148,1467,1427,40,3612
"Peoria St & Jackson Blvd",41.877749,-87.649633,1467,1427,40,3612
"Blue Island Ave & 18th St",41.857556,-87.661535,1466,1324,142,3613
"Halsted St & Polk St",41.87184,-87.64664,1466,1324,142,3613
"Morgan St & Polk St",41.871737,-87.65103,1466,1401,65,3614
"Ashland Ave & 13th St",41.865234,-87.666507,1466,1401,65,3614
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1466,1445,21,3615
"Franklin St & Lake St",41.885837,-87.6355,1466,1445,21,3615
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,1466,948,518,3616
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,1466,948,518,3616
"Bissell St & Armitage Ave",41.91844,-87.65222,1466,1355,111,3617
"Halsted St & Willow St",41.913778,-87.64884,1466,1355,111,3617
"Halsted St & Wrightwood Ave",41.929143,-87.649077,1465,1037,428,3618
"Dayton St & North Ave",41.9105780349,-87.6494219288,1465,1037,428,3618
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1465,938,527,3619
"Southport Ave & Roscoe St",41.943739,-87.66402,1465,938,527,3619
"Michigan Ave & Lake St",41.886024,-87.624117,1465,998,467,3620
"Rush St & Superior St",41.8957647456,-87.6259080327,1465,998,467,3620
"Stetson Ave & South Water St",41.886835,-87.62232,1465,768,697,3621
"Michigan Ave & Pearson St",41.89766,-87.62351,1465,768,697,3621
"Wells St & Walton St",41.89993001,-87.63443007,1465,1240,225,3622
"Franklin St & Lake St",41.885837,-87.6355,1465,1240,225,3622
"Clark St & Chicago Ave",41.896544,-87.630931,1465,1390,75,3623
"Franklin St & Monroe St",41.880317,-87.635185,1465,1390,75,3623
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1464,1149,315,3624
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1464,1149,315,3624
"Clark St & Drummond Pl",41.931248,-87.644336,1464,975,489,3625
"Lincoln Ave & Fullerton Ave",41.9241610291,-87.6463803649,1464,975,489,3625
"Southport Ave & Roscoe St",41.943739,-87.66402,1463,994,469,3626
"Halsted St & Wrightwood Ave",41.929143,-87.649077,1463,994,469,3626
"Sedgwick St & Webster Ave",41.922167,-87.638888,1463,1059,404,3627
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,1463,1059,404,3627
"Adler Planetarium",41.866095,-87.607267,1463,217,1246,3628
"Michigan Ave & Lake St",41.886024,-87.624117,1463,217,1246,3628
"Clinton St & Madison St",41.8827519657,-87.6411902905,1462,1429,33,3629
"Ogden Ave & Congress Pkwy",41.87501,-87.67328,1462,1429,33,3629
"Wells St & Concord Ln",41.912133,-87.634656,1462,1228,234,3630
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,1462,1228,234,3630
"Wells St & Elm St",41.903222,-87.634324,1462,1095,367,3631
"Wabash Ave & Grand Ave",41.891466,-87.626761,1462,1095,367,3631
"Southport Ave & Irving Park Rd",41.954177,-87.664358,1462,1258,204,3632
"Broadway & Sheridan Rd",41.952833,-87.649993,1462,1258,204,3632
"Wentworth Ave & Archer Ave",41.854564,-87.631937,1462,812,650,3633
"Calumet Ave & 18th St",41.857611,-87.619407,1462,812,650,3633
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1461,1121,340,3634
"Clark St & Elm St",41.903233,-87.631253,1461,1121,340,3634
"Artesian Ave & Hubbard St",41.8895,-87.688257,1461,1365,96,3635
"Western Ave & Walton St",41.8984176894,-87.6865960164,1461,1365,96,3635
"Wells St & Walton St",41.89993001,-87.63443007,1461,1311,150,3636
"Clinton St & Madison St",41.8827519657,-87.6411902905,1461,1311,150,3636
"Racine Ave & Wrightwood Ave",41.928887,-87.658971,1460,1203,257,3637
"Clifton Ave & Armitage Ave",41.918216,-87.656936,1460,1203,257,3637
"Clinton St & Washington Blvd",41.88338,-87.64117,1460,1393,67,3638
"Clinton St & Polk St",41.8714665178,-87.6409491327,1460,1393,67,3638
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1460,1319,141,3639
"Canal St & Jackson Blvd",41.87811421,-87.63997112,1460,1319,141,3639
"Broadway & Waveland Ave",41.949074,-87.648636,1459,1081,378,3640
"Halsted St & Wrightwood Ave",41.929143,-87.649077,1459,1081,378,3640
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1458,1243,215,3641
"Wabash Ave & 16th St",41.860384,-87.625813,1458,1243,215,3641
"Columbus Dr & Randolph St",41.884728,-87.619521,1458,1322,136,3642
"Franklin St & Arcade Pl",41.881131,-87.635185,1458,1322,136,3642
"Greenview Ave & Diversey Pkwy",41.932595,-87.665939,1458,1324,134,3643
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1458,1324,134,3643
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1456,959,497,3644
"Clark St & Elm St",41.903233,-87.631253,1456,959,497,3644
"Wells St & Elm St",41.903222,-87.634324,1455,1158,297,3645
"Clark St & Lake St",41.8860208277,-87.6308760584,1455,1158,297,3645
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1455,1031,424,3646
"Wabash Ave & Grand Ave",41.891466,-87.626761,1455,1031,424,3646
"Michigan Ave & Pearson St",41.89766,-87.62351,1454,855,599,3647
"Dearborn St & Monroe St",41.881319815,-87.6295209193,1454,855,599,3647
"Halsted St & Willow St",41.913778,-87.64884,1454,1258,196,3648
"Wells St & Concord Ln",41.912133,-87.634656,1454,1258,196,3648
"Michigan Ave & Oak St",41.90096039,-87.62377664,1454,486,968,3649
"State St & Randolph St",41.8847302006,-87.6277335692,1454,486,968,3649
"Clinton St & Washington Blvd",41.88338,-87.64117,1454,1270,184,3650
"Clark St & Armitage Ave",41.918306,-87.636282,1454,1270,184,3650
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1454,1164,290,3651
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,1454,1164,290,3651
"Federal St & Polk St",41.8720776329,-87.6295437729,1453,1163,290,3652
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1453,1163,290,3652
"Michigan Ave & 18th St",41.857926,-87.624336,1453,1164,289,3653
"Wabash Ave & 9th St",41.870769,-87.625734,1453,1164,289,3653
"Clinton St & Washington Blvd",41.88338,-87.64117,1453,1361,92,3654
"Green St & Randolph St",41.884078,-87.648684,1453,1361,92,3654
"Sedgwick St & Huron St",41.894666,-87.638437,1453,1255,198,3655
"Wells St & Hubbard St",41.889906,-87.634266,1453,1255,198,3655
"Halsted St & Roscoe St",41.94367,-87.64895,1453,1132,321,3656
"Racine Ave & Belmont Ave",41.939743,-87.658865,1453,1132,321,3656
"Wells St & Walton St",41.89993001,-87.63443007,1452,772,680,3657
"Michigan Ave & Oak St",41.90096039,-87.62377664,1452,772,680,3657
"Halsted St & Diversey Pkwy",41.933341,-87.648747,1452,782,670,3658
"Theater on the Lake",41.926277,-87.630834,1452,782,670,3658
"Broadway & Cornelia Ave",41.945529,-87.646439,1452,1175,277,3659
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1452,1175,277,3659
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,1452,1172,280,3660
"Wilton Ave & Belmont Ave",41.94018,-87.65304,1452,1172,280,3660
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1451,1159,292,3661
"Damen Ave & Clybourn Ave",41.931931,-87.677856,1451,1159,292,3661
"Harper Ave & 59th St",41.7879428129,-87.5883151702,1451,1259,192,3662
"Lake Park Ave & 53rd St",41.7994942937,-87.5864498959,1451,1259,192,3662
"Wood St & Chicago Ave",41.895634,-87.672069,1451,1229,222,3663
"Ashland Ave & Lake St",41.88592,-87.66717,1451,1229,222,3663
"Franklin St & Lake St",41.885837,-87.6355,1451,1268,183,3664
"Clark St & Lincoln Ave",41.915689,-87.6346,1451,1268,183,3664
"Morgan St & Lake St",41.8854833079,-87.6523048564,1451,1408,43,3665
"900 W Harrison St",41.874754,-87.649807,1451,1408,43,3665
"Sheffield Ave & Wellington Ave",41.936253,-87.653566,1451,1083,368,3666
"Sheffield Ave & Addison St",41.94688,-87.65445,1451,1083,368,3666
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,1450,1163,287,3667
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,1450,1163,287,3667
"Halsted St & Roscoe St",41.94367,-87.64895,1450,1174,276,3668
"Halsted St & Waveland Ave",41.949375,-87.649626,1450,1174,276,3668
"Canal St & Adams St",41.879255,-87.639904,1449,1264,185,3669
"Halsted St & Maxwell St",41.864883,-87.647071,1449,1264,185,3669
"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1449,511,938,3670
"Montrose Harbor",41.963982,-87.638181,1449,511,938,3670
"Wabash Ave & 16th St",41.860384,-87.625813,1449,1146,303,3671
"Michigan Ave & 14th St",41.864059,-87.623727,1449,1146,303,3671
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1448,1320,128,3672
"LaSalle St & Jackson Blvd",41.878166,-87.631929,1448,1320,128,3672
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,1448,894,554,3673
"Wells St & Evergreen Ave",41.906724,-87.63483,1448,894,554,3673
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1448,850,598,3674
"Michigan Ave & Madison St",41.882134,-87.625125,1448,850,598,3674
"Greenview Ave & Jarvis Ave",42.015962,-87.66857,1447,1270,177,3675
"Clark St & Jarvis Ave",42.015963,-87.675005,1447,1270,177,3675
"Campbell Ave & North Ave",41.910535,-87.689556,1447,1265,182,3676
"Marshfield Ave & Cortland St",41.916017,-87.668879,1447,1265,182,3676
"Columbus Dr & Randolph St",41.884728,-87.619521,1447,956,491,3677
"Clark St & Armitage Ave",41.918306,-87.636282,1447,956,491,3677
"Carpenter St & Huron St",41.894556,-87.653449,1446,1375,71,3678
"Canal St & Madison St",41.882091,-87.639833,1446,1375,71,3678
"Jefferson St & Monroe St",41.880422,-87.642746,1446,1402,44,3679
"Desplaines St & Randolph St",41.883703,-87.644238,1446,1402,44,3679
"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,1446,1175,271,3680
"Southport Ave & Waveland Ave",41.94815,-87.66394,1446,1175,271,3680
"Michigan Ave & Oak St",41.90096039,-87.62377664,1446,706,740,3681
"Broadway & Waveland Ave",41.949074,-87.648636,1446,706,740,3681
"Streeter Dr & Grand Ave",41.892278,-87.612043,1446,384,1062,3682
"Clark St & Randolph St",41.884576228,-87.63188991,1446,384,1062,3682
"Milwaukee Ave & Grand Ave",41.891578,-87.648384,1445,1187,258,3683
"Ogden Ave & Race Ave",41.891795,-87.658751,1445,1187,258,3683
"Federal St & Polk St",41.8720776329,-87.6295437729,1445,1271,174,3684
"Columbus Dr & Randolph St",41.884728,-87.619521,1445,1271,174,3684
"Theater on the Lake",41.926277,-87.630834,1445,682,763,3685
"DuSable Lake Shore Dr & Wellington Ave",41.9366884495,-87.6368290186,1445,682,763,3685
"Clinton St & Madison St",41.8827519657,-87.6411902905,1445,1335,110,3686
"Orleans St & Hubbard St",41.890028,-87.636618,1445,1335,110,3686
"Peoria St & Jackson Blvd",41.877749,-87.649633,1445,1387,58,3687
"Franklin St & Monroe St",41.880317,-87.635185,1445,1387,58,3687
"LaSalle St & Washington St",41.882664,-87.63253,1445,1144,301,3688
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1445,1144,301,3688
"Streeter Dr & Grand Ave",41.892278,-87.612043,1444,707,737,3689
"Fairbanks St & Superior St",41.895748,-87.620104,1444,707,737,3689
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1444,173,1271,3690
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,1444,173,1271,3690
"Broadway & Argyle St",41.97423,-87.6597735,1443,1222,221,3691
"Broadway & Wilson Ave",41.965221,-87.658139,1443,1222,221,3691
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,1443,1294,149,3692
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,1443,1294,149,3692
"State St & Randolph St",41.8847302006,-87.6277335692,1443,1204,239,3693
"Field Blvd & South Water St",41.8863490627,-87.6175165471,1443,1204,239,3693
"Clark St & Chicago Ave",41.896544,-87.630931,1443,1180,263,3694
