station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"State St & 35th St",41.831036314,-87.6267975569,"Calumet Ave & 35th St",41.831379,-87.618034,1344,1171,173
"Michigan Ave & 18th St",41.857926,-87.624336,"Dearborn St & Van Buren St",41.876268,-87.629155,1343,1263,80
"Clark St & Lake St",41.8860208277,-87.6308760584,"Desplaines St & Randolph St",41.883703,-87.644238,1343,1155,188
"Spaulding Ave & Armitage Ave",41.9171080348,-87.7102209628,"Humboldt Blvd & Armitage Ave",41.917513394,-87.7018089555,1343,1016,327
"Paulina Ave & North Ave",41.9098546522,-87.66993016,"Campbell Ave & North Ave",41.910535,-87.689556,1343,935,408
"Sheffield Ave & Willow St",41.913688,-87.652855,"Halsted St & Willow St",41.913865,-87.648755,1343,1175,168
"Daley Center Plaza",41.884241,-87.629634,"Calumet Ave & 18th St",41.857611,-87.619407,1343,1306,37
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,1342,844,498
"Canal St & Monroe St",41.8807,-87.63947,"Wells St & Huron St",41.8947953,-87.6343743,1341,1240,101
"Eckhart Park",41.89637337,-87.66098386,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1340,1073,267
"Rush St & Hubbard St",41.890173,-87.626185,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1340,1042,298
"California Ave & Division St",41.903029,-87.697474,"Western Ave & Division St",41.902893,-87.687275,1340,1020,320
"Halsted St & Wrightwood Ave",41.929143,-87.649077,"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1340,851,489
"Halsted St & Willow St",41.913865,-87.648755,"Clark St & Lincoln Ave",41.915689,-87.6346,1340,981,359
"900 W Harrison St",41.874754,-87.649807,"Hermitage Ave & Polk St",41.871514,-87.669886,1339,1086,253
"Broadway & Wilson Ave",41.965221,-87.658139,"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,1339,1172,167
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Theater on the Lake",41.926277,-87.630834,1339,682,657
"Halsted St & Roscoe St",41.94367,-87.64895,"Burling St & Diversey Pkwy",41.93314,-87.64776,1339,1089,250
"Halsted St & Waveland Ave",41.949375,-87.649626,"Broadway & Sheridan Rd",41.952833,-87.649993,1338,992,346
"Calumet Ave & 21st St",41.8541842495,-87.6191537415,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1338,974,364
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1338,762,576
"May St & Taylor St",41.8694821,-87.6554864,"Racine Ave & 18th St",41.8581806068,-87.6564866473,1338,1060,278
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Racine Ave & Belmont Ave",41.939743,-87.658865,1337,1022,315
"Southport Ave & Roscoe St",41.943739,-87.66402,"Lincoln Ave & Belmont Ave",41.939365,-87.668385,1337,1165,172
"Franklin St & Lake St",41.885837,-87.6355,"Daley Center Plaza",41.884241,-87.629634,1337,1201,136
"Canal St & Jackson Blvd",41.877988,-87.640769,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1336,1184,152
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Clark St & Lake St",41.8860208277,-87.6308760584,1336,1085,251
"Blue Island Ave & 18th St",41.857556,-87.661535,"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1336,1039,297
"Loomis St & Lexington St",41.872187,-87.661501,"Loomis St & Taylor St",41.869417,-87.660996,1336,1209,127
"Elston Ave & Wabansia Ave",41.912919,-87.664169,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1335,1198,137
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Rush St & Superior St",41.8957647456,-87.6259080327,1335,932,403
"Franklin St & Quincy St",41.878724,-87.634793,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,1335,1301,34
"Racine Ave & 15th St",41.861267,-87.656625,"Halsted St & Maxwell St",41.864883,-87.647071,1334,1204,130
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1334,1190,144
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Larrabee St & Webster Ave",41.921822,-87.64414,1334,1012,322
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Lincoln Ave & Belmont Ave",41.939365,-87.668385,1334,1196,138
"Streeter Dr & Grand Ave",41.892278,-87.612043,"State St & Pearson St",41.897448,-87.628722,1334,309,1025
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Columbus Dr & Randolph St",41.884728,-87.619521,1334,669,665
"Sedgwick St & North Ave",41.910983,-87.638525,"Clark St & North Ave",41.911974,-87.631942,1334,1010,324
"Clark St & Newport St",41.94454,-87.654678,"Broadway & Barry Ave",41.937582316,-87.644097805,1334,804,530
"Wells St & Evergreen Ave",41.906724,-87.63483,"Streeter Dr & Grand Ave",41.892278,-87.612043,1334,391,943
"Michigan Ave & Lake St",41.886024,-87.624117,"Michigan Ave & Madison St",41.882134,-87.625125,1334,824,510
"State St & Kinzie St",41.88918,-87.6277,"Desplaines St & Randolph St",41.883703,-87.644238,1333,1143,190
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Michigan Ave & Pearson St",41.89766,-87.62351,1333,751,582
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Kedzie Ave & Palmer Ct",41.921525,-87.707322,1333,898,435
"Cottage Grove Ave & 63rd St",41.7805309407,-87.6059702039,"Ellis Ave & 60th St",41.7850971464,-87.6010727606,1333,1177,156
"Peoria St & Jackson Blvd",41.877749,-87.649633,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1332,1181,151
"Loomis St & Taylor St",41.869417,-87.660996,"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1332,1075,257
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,"Wells St & Concord Ln",41.912133,-87.634656,1332,1007,325
"Halsted St & Wrightwood Ave",41.929143,-87.649077,"Burling St & Diversey Pkwy",41.93314,-87.64776,1332,1079,253
"State St & Kinzie St",41.88918,-87.6277,"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1332,879,453
"Southport Ave & Roscoe St",41.943739,-87.66402,"Clark St & Lincoln Ave",41.915689,-87.6346,1332,820,512
"Lincoln Ave & Belle Plaine Ave",41.955927,-87.679259,"Damen Ave & Sunnyside Ave",41.96325,-87.679258,1332,1242,90
"Halsted St & Dickens Ave",41.919936,-87.64883,"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,1332,1184,148
"McClurg Ct & Ohio St",41.8925921197,-87.6172891259,"Fairbanks Ct & Grand Ave",41.8918473721,-87.6205801964,1332,932,400
"Clark St & Randolph St",41.884576228,-87.63188991,"Morgan St & Lake St",41.8854833079,-87.6523048564,1332,1179,153
"Western Ave & 24th St",41.84847,-87.685109,"Western Ave & 21st St",41.85394,-87.685243,1331,1297,34
"LaSalle St & Jackson Blvd",41.87817,-87.631985,"Michigan Ave & Pearson St",41.89766,-87.62351,1331,1141,190
"Calumet Ave & 21st St",41.8541842495,-87.6191537415,"Michigan Ave & 14th St",41.864059,-87.623727,1331,874,457
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"Halsted St & Polk St",41.87184,-87.64664,1330,1219,111
"Wells St & Concord Ln",41.912133,-87.634656,"Franklin St & Quincy St",41.878724,-87.634793,1330,1251,79
"Wabash Ave & Grand Ave",41.891466,-87.626761,"Stetson Ave & South Water St",41.886835,-87.62232,1330,1030,300
"Clinton St & Lake St",41.885637,-87.641823,"Racine Ave & Randolph St",41.8840812248,-87.6569207293,1330,1238,92
"Clark St & Chicago Ave",41.896544,-87.630931,"Dearborn St & Erie St",41.893992,-87.629318,1330,1191,139
"LaSalle St & Illinois St",41.890762,-87.631697,"Wells St & Huron St",41.8947953,-87.6343743,1330,1081,249
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Aberdeen St & Monroe St",41.880419,-87.655519,1329,1163,166
"Wabash Ave & Grand Ave",41.891466,-87.626761,"Shedd Aquarium",41.8672259568,-87.6153553902,1329,166,1163
"Clark St & Armitage Ave",41.918306,-87.636282,"Broadway & Belmont Ave",41.940106,-87.645451,1329,738,591
"Clark St & Newport St",41.94454,-87.654678,"Broadway & Belmont Ave",41.940106,-87.645451,1329,931,398
"Franklin St & Arcade Pl",41.881131,-87.635185,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1328,1239,89
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,"Broadway & Barry Ave",41.937725,-87.644095,1328,738,590
"Daley Center Plaza",41.884241,-87.629634,"Millennium Park",41.8810317,-87.62408432,1328,649,679
"Clark St & North Ave",41.911974,-87.631942,"Daley Center Plaza",41.884241,-87.629634,1328,1169,159
"Morgan St & Lake St",41.8854833079,-87.6523048564,"Daley Center Plaza",41.884241,-87.629634,1328,1230,98
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1327,1139,188
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Peoria St & Jackson Blvd",41.877749,-87.649633,1327,1213,114
"Woodlawn Ave & 58th St",41.789381,-87.596479,"University Ave & 57th St",41.791478,-87.599861,1326,1057,269
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Michigan Ave & Oak St",41.90096039,-87.62377664,1326,886,440
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,"Burling St & Diversey Pkwy",41.93314,-87.64776,1326,1190,136
"California Ave & North Ave",41.91044,-87.6972,"Wood St & Milwaukee Ave",41.907655,-87.672552,1326,1197,129
"Ritchie Ct & Banks St",41.906866,-87.626217,"Clark St & Armitage Ave",41.918306,-87.636282,1325,772,553
"Wells St & Elm St",41.903222,-87.634324,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1325,920,405
"Wells St & Elm St",41.903222,-87.634324,"Larrabee St & Webster Ave",41.921822,-87.64414,1325,848,477
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Seeley Ave & Roscoe St",41.943403,-87.679618,1325,1151,174
"Dearborn Pkwy & Delaware Pl",41.899007,-87.629928,"Canal St & Adams St",41.879255,-87.639904,1324,962,362
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Ashland Ave & Chicago Ave",41.895966,-87.667747,1324,1254,70
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Wabash Ave & Wacker Pl",41.886875,-87.62603,1324,322,1002
"Clark St & Elm St",41.903233,-87.631253,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1324,1014,310
"Wells St & Huron St",41.8947953,-87.6343743,"Franklin St & Quincy St",41.878724,-87.634793,1324,1283,41
"Lincoln Ave & Roscoe St",41.94334,-87.67097,"Lincoln Ave & Belle Plaine Ave",41.955927,-87.679259,1324,1205,119
"State St & 19th St",41.856594,-87.627542,"Dearborn St & Adams St",41.8793563587,-87.6297910363,1323,1199,124
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Larrabee St & Webster Ave",41.921822,-87.64414,1323,1228,95
"Michigan Ave & Lake St",41.886024,-87.624117,"Rush St & Cedar St",41.9023087012,-87.627690528,1323,993,330
"Ashland Ave & Lake St",41.88541,-87.66732,"Wood St & Hubbard St",41.889715,-87.671966,1323,1299,24
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,"Clark St & Wrightwood Ave",41.929546,-87.643118,1323,1027,296
"Canal St & Jackson Blvd",41.877988,-87.640769,"McClurg Ct & Illinois St",41.89102,-87.6173,1323,1185,138
"Wells St & Elm St",41.903222,-87.634324,"LaSalle Dr & Huron St",41.894877,-87.632326,1322,962,360
"Milwaukee Ave & Grand Ave",41.891578,-87.648384,"Franklin St & Monroe St",41.880317,-87.635185,1322,1211,111
"Dearborn Pkwy & Delaware Pl",41.899007,-87.629928,"Wells St & Concord Ln",41.912133,-87.634656,1322,873,449
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Clark St & Wellington Ave",41.9364968219,-87.6475386582,1322,1101,221
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,"Sedgwick St & Webster Ave",41.922167,-87.638888,1322,1062,260
"Clark St & Lincoln Ave",41.915689,-87.6346,"Clinton St & Washington Blvd",41.88338,-87.64117,1322,1211,111
"Daley Center Plaza",41.884241,-87.629634,"Clark St & Lincoln Ave",41.915689,-87.6346,1322,1177,145
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1322,1054,268
"LaSalle St & Illinois St",41.890749,-87.63206,"Michigan Ave & Lake St",41.886024,-87.624117,1322,794,528
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"California Ave & Francis Pl",41.91855,-87.69723,1322,950,372
"Clark St & Grace St",41.95078,-87.659172,"Paulina St & Montrose Ave",41.961507,-87.671387,1321,963,358
"Ashland Ave & Division St",41.90345,-87.667747,"Clinton St & Lake St",41.885637,-87.641823,1321,1166,155
"Shedd Aquarium",41.8672259568,-87.6153553902,"Dearborn St & Adams St",41.8793563587,-87.6297910363,1320,301,1019
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Dearborn St & Adams St",41.8793563587,-87.6297910363,1320,1112,208
"Larrabee St & Oak St",41.9002194932,-87.6429854676,"Franklin St & Monroe St",41.880317,-87.635185,1320,1305,15
"Larrabee St & Oak St",41.9002194932,-87.6429854676,"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1320,1289,31
"Michigan Ave & Lake St",41.886024,-87.624117,"Wabash Ave & Grand Ave",41.891466,-87.626761,1320,957,363
"Western Ave & Winnebago Ave",41.915533,-87.687051,"Leavitt St & Armitage Ave",41.917805,-87.682437,1319,1253,66
"Adler Planetarium",41.866095,-87.607267,"State St & Harrison St",41.874053,-87.627716,1319,404,915
"Artesian Ave & Hubbard St",41.8895,-87.688257,"Ashland Ave & Grand Ave",41.891072,-87.666611,1319,1180,139
"Racine Ave & 13th St",41.865054,-87.656959,"Halsted St & Roosevelt Rd",41.867324,-87.648625,1319,1272,47
"Broadway & Argyle St",41.97423,-87.6597735,"Broadway & Berwyn Ave",41.978353,-87.659753,1319,1190,129
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Lake Shore Dr & North Blvd",41.911722,-87.626804,1319,559,760
"Lincoln Ave & Leavitt St",41.962391,-87.684146,"Clark St & Montrose Ave",41.961588,-87.666036,1318,1218,100
"State St & Harrison St",41.874053,-87.627716,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1318,1068,250
"Wells St & Elm St",41.903222,-87.634324,"Michigan Ave & Oak St",41.90096039,-87.62377664,1318,786,532
"Clinton St & Washington Blvd",41.88338,-87.64117,"Elizabeth St & Fulton St",41.886827,-87.658937,1318,1118,200
"Pine Grove Ave & Waveland Ave",41.9494727409,-87.6464527845,"Montrose Harbor",41.963982,-87.638181,1318,488,830
"Fairbanks St & Superior St",41.895748,-87.620104,"McClurg Ct & Erie St",41.894503,-87.617854,1317,1163,154
"Rush St & Hubbard St",41.890173,-87.626185,"LaSalle St & Jackson Blvd",41.878166,-87.631929,1317,1239,78
"Wells St & Concord Ln",41.912133,-87.634656,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1317,1025,292
"Rush St & Superior St",41.8957647456,-87.6259080327,"Dearborn St & Erie St",41.893992,-87.629318,1317,967,350
"Adler Planetarium",41.866095,-87.607267,"McCormick Place",41.8513751729,-87.6188346489,1317,122,1195
"Clark St & Elm St",41.903233,-87.631253,"LaSalle St & Jackson Blvd",41.878166,-87.631929,1317,1103,214
"Rush St & Hubbard St",41.890173,-87.626185,"Clark St & Elm St",41.903233,-87.631253,1316,1100,216
"Orleans St & Elm St",41.902924,-87.637715,"Orleans St & Chestnut St (NEXT Apts)",41.898203,-87.637536,1316,1215,101
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,1316,1054,262
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,"Broadway & Argyle St",41.97423,-87.6597735,1316,1206,110
"Michigan Ave & 14th St",41.864059,-87.623727,"Wabash Ave & 8th St",41.871962,-87.626106,1316,1145,171
"Ogden Ave & Race Ave",41.891795,-87.658751,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,1315,1138,177
"Dearborn St & Van Buren St",41.876268,-87.629155,"Federal St & Polk St",41.8720776329,-87.6295437729,1315,1172,143
"California Ave & Division St",41.903029,-87.697474,"California Ave & North Ave",41.91044,-87.6972,1315,932,383
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Clark St & Ida B Wells Dr",41.8759326655,-87.6305845355,1315,1204,111
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1314,1021,293
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,"California Ave & Altgeld St",41.92669,-87.697668,1314,1153,161
"Calumet Ave & 21st St",41.8541842495,-87.6191537415,"Streeter Dr & Grand Ave",41.892278,-87.612043,1314,211,1103
"Dearborn St & Erie St",41.893992,-87.629318,"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1314,1126,188
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,"LaSalle St & Washington St",41.882664,-87.63253,1314,1154,160
"900 W Harrison St",41.874754,-87.649807,"Canal St & Jackson Blvd",41.877988,-87.640769,1314,1290,24
"Michigan Ave & 8th St",41.872773,-87.623981,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1314,505,809
"Paulina St & 18th St",41.857901,-87.668745,"Damen Ave & Cullerton St",41.855048,-87.675726,1313,1175,138
"Clark St & Schiller St",41.907993,-87.631501,"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,1313,1073,240
"Larrabee St & Armitage Ave",41.918084,-87.643749,"Theater on the Lake",41.926277,-87.630834,1313,716,597
"Franklin St & Lake St",41.885837,-87.6355,"LaSalle St & Jackson Blvd",41.878166,-87.631929,1313,1111,202
"Halsted St & Clybourn Ave",41.909668,-87.648128,"Larrabee St & Webster Ave",41.921822,-87.64414,1313,1025,288
"Wells St & Huron St",41.8947953,-87.6343743,"Daley Center Plaza",41.884241,-87.629634,1313,1191,122
"Wentworth Ave & 33rd St",41.8345298856,-87.6318229814,"Shields Ave & 28th Pl",41.842733,-87.635491,1312,1241,71
"Clinton St & Lake St",41.88583274,-87.64138231,"Michigan Ave & Lake St",41.886024,-87.624117,1312,1208,104
"LaSalle St & Illinois St",41.890749,-87.63206,"Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1312,916,396
"Orleans St & Elm St",41.902924,-87.637715,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1311,1228,83
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,"Clinton St & Madison St",41.8827519657,-87.6411902905,1311,1116,195
"Millennium Park",41.8810317,-87.62408432,"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,1311,333,978
"California Ave & Cortez St",41.900363,-87.696704,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1310,945,365
"Clark St & Randolph St",41.884576228,-87.63188991,"Desplaines St & Randolph St",41.883703,-87.644238,1310,1063,247
"Ritchie Ct & Banks St",41.906866,-87.626217,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1310,1073,237
"McClurg Ct & Erie St",41.894503,-87.617854,"Ritchie Ct & Banks St",41.906866,-87.626217,1310,1170,140
"Larrabee St & Armitage Ave",41.918084,-87.643749,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1310,1125,185
"State St & Pearson St",41.897448,-87.628722,"Clark St & Armitage Ave",41.918306,-87.636282,1310,962,348
"Green St & Madison St",41.881859328,-87.6492637396,"Loomis St & Lexington St",41.872187,-87.661501,1310,1200,110
"Orleans St & Elm St",41.902924,-87.637715,"LaSalle St & Illinois St",41.890749,-87.63206,1310,1238,72
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Ashland Ave & Division St",41.90345,-87.667747,1310,1156,154
"Rush St & Hubbard St",41.890173,-87.626185,"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,1309,1205,104
"Halsted St & Fulton St",41.886871,-87.648089,"Halsted St & Clybourn Ave",41.909668,-87.648128,1309,889,420
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Racine Ave & Randolph St",41.8840812248,-87.6569207293,1309,1183,126
"McClurg Ct & Erie St",41.894503,-87.617854,"LaSalle St & Jackson Blvd",41.87817,-87.631985,1309,1276,33
"Western Ave & Winnebago Ave",41.915533,-87.687051,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1309,975,334
"Noble St & Milwaukee Ave",41.90068,-87.6626,"California Ave & Milwaukee Ave",41.922695,-87.697153,1308,947,361
"Shedd Aquarium",41.8672259568,-87.6153553902,"Wabash Ave & 9th St",41.870769,-87.625734,1308,502,806
"Franklin St & Quincy St",41.878724,-87.634793,"Rush St & Superior St",41.8957647456,-87.6259080327,1308,1197,111
"Daley Center Plaza",41.884241,-87.629634,"Sedgwick St & Webster Ave",41.922167,-87.638888,1308,1215,93
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Wabash Ave & Grand Ave",41.891466,-87.626761,1308,593,715
"Michigan Ave & Lake St",41.886024,-87.624117,"Museum Campus",41.865212,-87.617759,1308,116,1192
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1307,1048,259
"Wells St & Concord Ln",41.912133,-87.634656,"Halsted St & Blackhawk St",41.90854,-87.648568,1307,1181,126
"Artesian Ave & Hubbard St",41.8895,-87.688257,"Elizabeth St & Fulton St",41.886827,-87.658937,1307,1254,53
"Halsted St & Maxwell St",41.864883,-87.647071,"Loomis St & Lexington St",41.8722287322,-87.661363855,1307,1055,252
"Field Blvd & South Water St",41.8863490627,-87.6175165471,"Michigan Ave & Madison St",41.882134,-87.625125,1307,1010,297
"Theater on the Lake",41.926277,-87.630834,"Wells St & Evergreen Ave",41.906724,-87.63483,1306,572,734
"Sedgwick St & North Ave",41.910983,-87.638525,"Clifton Ave & Armitage Ave",41.918216,-87.656936,1305,1056,249
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Michigan Ave & Oak St",41.90096039,-87.62377664,1305,756,549
"State St & Pearson St",41.897448,-87.628722,"Dearborn St & Erie St",41.893992,-87.629318,1305,1033,272
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Sedgwick St & North Ave",41.910983,-87.638525,1305,881,424
"McClurg Ct & Erie St",41.894503,-87.617854,"State St & Randolph St",41.8847302006,-87.6277335692,1305,1190,115
"Daley Center Plaza",41.884241,-87.629634,"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,1304,1173,131
"Halsted St & 35th St",41.830661,-87.647172,"Halsted St & Archer Ave",41.847203,-87.646795,1304,1129,175
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,"Southport Ave & Roscoe St",41.943739,-87.66402,1304,1061,243
"Museum Campus",41.865212,-87.617759,"Wabash Ave & 8th St",41.871962,-87.626106,1304,249,1055
"Wood St & Milwaukee Ave",41.907655,-87.672552,"Carpenter St & Huron St",41.894556,-87.653449,1303,976,327
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Lake Shore Dr & North Blvd",41.911722,-87.626804,1303,883,420
"Wolcott Ave & Polk St",41.871262,-87.673688,"Halsted St & Maxwell St",41.864883,-87.647071,1303,1131,172
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1303,704,599
"Racine Ave & Belmont Ave",41.939743,-87.658865,"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1303,1060,243
"Michigan Ave & Lake St",41.886024,-87.624117,"Theater on the Lake",41.926277,-87.630834,1303,751,552
"Sheffield Ave & Wellington Ave",41.936253,-87.653566,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1303,1091,212
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Broadway & Cornelia Ave",41.945512,-87.64598,1303,493,810
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1302,1155,147
"Michigan Ave & Washington St",41.8839840647,-87.6246839762,"Wabash Ave & Grand Ave",41.891466,-87.626761,1302,442,860
"Ashland Ave & Wrightwood Ave",41.92883,-87.668507,"Sheffield Ave & Webster Ave",41.92154,-87.653818,1301,1066,235
"Clinton St & Tilden St",41.875885,-87.640795,"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,1301,1234,67
"Ashland Ave & Grand Ave",41.891072,-87.666611,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1301,1118,183
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Orleans St & Chestnut St (NEXT Apts)",41.898203,-87.637536,1301,1019,282
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Claremont Ave & Hirsch St",41.907781,-87.685854,1301,1236,65
"State St & Pearson St",41.897448,-87.628722,"LaSalle St & Illinois St",41.890749,-87.63206,1301,1055,246
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"Clark St & Lincoln Ave",41.915689,-87.6346,1301,633,668
"State St & Van Buren St",41.877181,-87.627844,"Adler Planetarium",41.866095,-87.607267,1301,393,908
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Streeter Dr & Illinois St",41.891071,-87.6122,1301,371,930
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1300,1168,132
"State St & Randolph St",41.8847302006,-87.6277335692,"State St & Harrison St",41.874053,-87.627716,1300,901,399
"Clark St & Lake St",41.8860208277,-87.6308760584,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1300,898,402
"Rockwell St & Eastwood Ave",41.9659001398,-87.6936384935,"Lincoln Ave & Winona St",41.9749112968,-87.6925025594,1300,1198,102
"Lincoln Ave & Roscoe St",41.94334,-87.67097,"Halsted St & Roscoe St",41.94367,-87.64895,1300,1015,285
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Lincoln Ave & Belmont Ave",41.939365,-87.668385,1300,1139,161
"Ada St & Washington Blvd",41.88283,-87.661206,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1299,1088,211
"Racine Ave & Belmont Ave",41.939743,-87.658865,"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1299,874,425
"Damen Ave & Cortland St",41.915983,-87.677335,"Marshfield Ave & Cortland St",41.916017,-87.668879,1299,1214,85
"Peoria St & Jackson Blvd",41.877749,-87.649633,"May St & Taylor St",41.8694821,-87.6554864,1299,1094,205
"Clinton St & Lake St",41.885637,-87.641823,"Canal St & Madison St",41.882091,-87.639833,1298,1263,35
"Orleans St & Elm St",41.902924,-87.637715,"Franklin St & Chicago Ave",41.89679,-87.63564,1298,1158,140
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Shedd Aquarium",41.8672259568,-87.6153553902,1298,119,1179
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Ashland Ave & Augusta Blvd",41.899643,-87.6677,1297,1159,138
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,"Clarendon Ave & Leland Ave",41.967968,-87.650001,1297,930,367
"California Ave & Milwaukee Ave",41.922695,-87.697153,"Western Ave & Winnebago Ave",41.915533,-87.687051,1295,998,297
"Wells St & Concord Ln",41.912133,-87.634656,"Daley Center Plaza",41.884241,-87.629634,1295,1169,126
