station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"Halsted St & Diversey Pkwy",41.933341,-87.648747,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1882,1593,289
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,"Halsted St & Diversey Pkwy",41.933341,-87.648747,1881,1732,149
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1881,1462,419
"McClurg Ct & Erie St",41.894503,-87.617854,"Millennium Park",41.8810317,-87.62408432,1881,1044,837
"Franklin St & Monroe St",41.880317,-87.635185,"Streeter Dr & Grand Ave",41.892278,-87.612043,1881,636,1245
"Shedd Aquarium",41.8672259568,-87.6153553902,"Federal St & Polk St",41.8720776329,-87.6295437729,1880,955,925
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Rush St & Superior St",41.8957647456,-87.6259080327,1880,1722,158
"Broadway & Berwyn Ave",41.978353,-87.659753,"Broadway & Granville Ave",41.9947796884,-87.6602845349,1880,1635,245
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"Halsted St & Polk St",41.87184,-87.64664,1879,1620,259
"Ashland Ave & Blackhawk St",41.907066,-87.667252,"Paulina Ave & North Ave",41.9098546522,-87.66993016,1878,1576,302
"Theater on the Lake",41.926277,-87.630834,"Halsted St & Dickens Ave",41.919936,-87.64883,1878,920,958
"Clark St & Wrightwood Ave",41.929546,-87.643118,"Clark St & Newport St",41.94454,-87.654678,1878,1217,661
"Pine Grove Ave & Waveland Ave",41.9494727409,-87.6464527845,"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,1877,1716,161
"LaSalle St & Jackson Blvd",41.87817,-87.631985,"Lake Shore Dr & Ohio St",41.89257,-87.614492,1875,1769,106
"State St & Randolph St",41.8847302006,-87.6277335692,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1874,1349,525
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Rush St & Hubbard St",41.890173,-87.626185,1873,1674,199
"State St & Van Buren St",41.877181,-87.627844,"Federal St & Polk St",41.8720776329,-87.6295437729,1873,1676,197
"Theater on the Lake",41.926277,-87.630834,"Bissell St & Armitage Ave",41.91844,-87.65222,1873,985,888
"Loomis St & Lexington St",41.8722287322,-87.661363855,"Halsted St & Roosevelt Rd",41.867324,-87.648625,1873,1587,286
"Dearborn St & Erie St",41.893992,-87.629318,"Clark St & Armitage Ave",41.918306,-87.636282,1873,1221,652
"Western Ave & Winnebago Ave",41.915533,-87.687051,"Albany Ave & Bloomingdale Ave",41.9140267127,-87.705126462,1873,1527,346
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Canal St & Jackson Blvd",41.877988,-87.640769,1872,1763,109
"Clark St & Montrose Ave",41.961588,-87.666036,"Broadway & Wilson Ave",41.965221,-87.658139,1871,1521,350
"Buckingham Fountain",41.876368,-87.6205586,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1871,747,1124
"Wells St & Concord Ln",41.912133,-87.634656,"Broadway & Barry Ave",41.937725,-87.644095,1870,1550,320
"Broadway & Cornelia Ave",41.945512,-87.64598,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,1870,1651,219
"Canal St & Adams St",41.879255,-87.639904,"Morgan Ave & 14th Pl",41.862378,-87.651062,1869,1793,76
"Montrose Harbor",41.963982,-87.638181,"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,1869,573,1296
"Clark St & Schiller St",41.907993,-87.631501,"Clinton St & Washington Blvd",41.88338,-87.64117,1869,1773,96
"Racine Ave & Congress Pkwy",41.87464,-87.65703,"Canal St & Jackson Blvd",41.877988,-87.640769,1869,1781,88
"Streeter Dr & Grand Ave",41.892278,-87.612043,"McCormick Place",41.8513751729,-87.6188346489,1869,102,1767
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,"LaSalle St & Jackson Blvd",41.87817,-87.631985,1869,1458,411
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Eckhart Park",41.89637337,-87.66098386,1868,1563,305
"Broadway & Ridge Ave",41.9840446107,-87.6602738295,"Broadway & Granville Ave",41.9947796884,-87.6602845349,1868,1516,352
"Wells St & Hubbard St",41.889906,-87.634266,"Kingsbury St & Erie St",41.8939139,-87.6417358,1868,1569,299
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,"Washtenaw Ave & Lawrence Ave",41.9687297,-87.6962603,1868,1729,139
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1867,1333,534
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Broadway & Belmont Ave",41.940106,-87.645451,1867,1678,189
"Rush St & Cedar St",41.9023087012,-87.627690528,"Clark St & Elm St",41.903233,-87.631253,1867,1409,458
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,"Clark St & North Ave",41.911974,-87.631942,1866,571,1295
"Lincoln Ave & Belmont Ave",41.939365,-87.668385,"Racine Ave & Belmont Ave",41.939743,-87.658865,1866,1699,167
"Desplaines St & Randolph St",41.883703,-87.644238,"Ada St & Washington Blvd",41.88283,-87.661206,1865,1674,191
"Theater on the Lake",41.926277,-87.630834,"Racine Ave & Belmont Ave",41.939743,-87.658865,1865,811,1054
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"900 W Harrison St",41.874754,-87.649807,1864,1773,91
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Greenview Ave & Fullerton Ave",41.92533,-87.6658,1864,1487,377
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"McClurg Ct & Erie St",41.894503,-87.617854,1863,1625,238
"Clark St & Elm St",41.903233,-87.631253,"Clark St & Chicago Ave",41.89675,-87.63089,1862,1459,403
"Woodlawn Ave & 58th St",41.789381,-87.596479,"Woodlawn Ave & 55th St",41.795264,-87.596471,1862,1425,437
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Southport Ave & Clybourn Ave",41.921004,-87.663257,1861,1480,381
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Racine Ave & Fullerton Ave",41.925566,-87.658416,1860,1549,311
"Michigan Ave & 18th St",41.857926,-87.624336,"Wabash Ave & 8th St",41.871962,-87.626106,1859,1659,200
"LaSalle St & Washington St",41.882664,-87.63253,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1859,1684,175
"Columbus Dr & Randolph St",41.884728,-87.619521,"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1859,1302,557
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,"Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,1858,1563,295
"Clark St & Lake St",41.8860208277,-87.6308760584,"Wabash Ave & Grand Ave",41.891466,-87.626761,1857,1360,497
"Calumet Ave & 35th St",41.831379,-87.618034,"State St & 35th St",41.83104,-87.62688,1857,1777,80
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,1857,1656,201
"Halsted St & Roscoe St",41.94367,-87.64895,"Montrose Harbor",41.963982,-87.638181,1857,889,968
"May St & Randolph St",41.88397,-87.655688,"Morgan St & Lake St",41.8854833079,-87.6523048564,1857,1780,77
"Broadway & Wilson Ave",41.965221,-87.658139,"Clark St & Winnemac Ave",41.9733476405,-87.6678554714,1856,1306,550
"Dearborn St & Van Buren St",41.876268,-87.629155,"Daley Center Plaza",41.884241,-87.629634,1856,1637,219
"Clark St & Armitage Ave",41.918306,-87.636282,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1856,1260,596
"Michigan Ave & Lake St",41.886022,-87.624398,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1856,1373,483
"Rush St & Hubbard St",41.890173,-87.626185,"Franklin St & Monroe St",41.880317,-87.635185,1855,1621,234
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Franklin St & Chicago Ave",41.89679,-87.63564,1855,1567,288
"Clifton Ave & Armitage Ave",41.918216,-87.656936,"Larrabee St & Webster Ave",41.921822,-87.64414,1855,1480,375
"Shedd Aquarium",41.8672259568,-87.6153553902,"Theater on the Lake",41.926277,-87.630834,1855,611,1244
"LaSalle St & Illinois St",41.890749,-87.63206,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1855,869,986
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,"May St & Taylor St",41.8694821,-87.6554864,1854,1375,479
"Montrose Harbor",41.963982,-87.638181,"Broadway & Belmont Ave",41.940106,-87.645451,1853,811,1042
"Damen Ave & Cortland St",41.916027,-87.677411,"Wood St & Milwaukee Ave",41.907655,-87.672552,1853,1568,285
"Michigan Ave & Lake St",41.886024,-87.624117,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1852,1227,625
"Theater on the Lake",41.926277,-87.630834,"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,1852,976,876
"Damen Ave & Division St",41.90331,-87.67695,"Wood St & Division St",41.90332,-87.67273,1852,1640,212
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"McClurg Ct & Illinois St",41.89102,-87.6173,1850,1445,405
"St. Clair St & Erie St",41.8943451374,-87.6227983832,"Fairbanks Ct & Grand Ave",41.89186,-87.62062,1850,1179,671
"Southport Ave & Wrightwood Ave",41.928773,-87.663913,"Clark St & Wrightwood Ave",41.929546,-87.643118,1850,1286,564
"Drake Ave & Addison St",41.947326,-87.717582,"Drake Ave & Montrose Ave",41.9611540757,-87.7165690733,1849,1644,205
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Wells St & Huron St",41.8947953,-87.6343743,1849,1219,630
"Michigan Ave & Oak St",41.90096039,-87.62377664,"LaSalle St & Illinois St",41.890749,-87.63206,1849,946,903
"Broadway & Cornelia Ave",41.945529,-87.646439,"Streeter Dr & Grand Ave",41.892278,-87.612043,1849,647,1202
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Wells St & Elm St",41.903222,-87.634324,1848,1520,328
"Halsted St & Roscoe St",41.94367,-87.64895,"Clark St & Wrightwood Ave",41.929546,-87.643118,1848,1358,490
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Green St & Randolph St*",41.8836016573,-87.6486267149,1847,1618,229
"Campbell Ave & North Ave",41.910535,-87.689556,"Western Ave & Winnebago Ave",41.915533,-87.687051,1847,1691,156
"Streeter Dr & Illinois St",41.891071,-87.6122,"Wabash Ave & 8th St",41.871962,-87.626106,1847,398,1449
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"State St & Randolph St",41.8847302006,-87.6277335692,1846,1496,350
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Wood St & Milwaukee Ave",41.907655,-87.672552,1846,1636,210
"Halsted St & Wrightwood Ave",41.929143,-87.649077,"Broadway & Cornelia Ave",41.945529,-87.646439,1844,1327,517
"Ravenswood Ave & Lawrence Ave",41.968445,-87.674226,"Clark St & Leland Ave",41.9670878392,-87.6672908664,1844,1658,186
"Halsted St & Willow St",41.913778,-87.64884,"Sheffield Ave & Willow St",41.913688,-87.652855,1844,1703,141
"Clark St & Lake St",41.8860208277,-87.6308760584,"Federal St & Polk St",41.8720776329,-87.6295437729,1843,1520,323
"Lincolnwood Dr & Central St",42.064854,-87.715297,"Central St Metra",42.063598,-87.69873,1843,1390,453
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,"Sheffield Ave & Willow St",41.913688,-87.652855,1843,1489,354
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"California Ave & Division St",41.903029,-87.697474,1842,1118,724
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Wells St & Polk St",41.872373,-87.633523,1842,1653,189
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Ashland Ave & Division St",41.90345,-87.667747,1842,1621,221
"Wells St & Concord Ln",41.912133,-87.634656,"Clifton Ave & Armitage Ave",41.918216,-87.656936,1841,1332,509
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,"Southport Ave & Wellington Ave",41.935733,-87.663576,1841,1590,251
"Shedd Aquarium",41.8672259568,-87.6153553902,"State St & Van Buren St",41.877181,-87.627844,1840,595,1245
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Larrabee St & Division St",41.90348607,-87.6433534936,1839,1611,228
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Broadway & Sheridan Rd",41.952833,-87.649993,1839,1480,359
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Franklin St & Monroe St",41.880317,-87.635185,1839,1738,101
"Lake Shore Dr & Monroe St",41.880958,-87.616743,"Wabash Ave & 8th St",41.871962,-87.626106,1839,371,1468
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Clifton Ave & Armitage Ave",41.918216,-87.656936,1837,1547,290
"Broadway & Barry Ave",41.937582316,-87.644097805,"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,1837,1454,383
"Wells St & Evergreen Ave",41.906724,-87.63483,"Kingsbury St & Erie St",41.8939139,-87.6417358,1837,1422,415
"Noble St & Milwaukee Ave",41.90068,-87.6626,"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,1837,1508,329
"Halsted St & Roosevelt Rd",41.867324,-87.648625,"Loomis St & Taylor St",41.869417,-87.660996,1836,1688,148
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,1836,1404,432
"Wells St & Hubbard St",41.889906,-87.634266,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1835,1593,242
"Loomis St & Lexington St",41.872187,-87.661501,"900 W Harrison St",41.874754,-87.649807,1835,1745,90
"Broadway & Cornelia Ave",41.945529,-87.646439,"Sheffield Ave & Waveland Ave",41.949399,-87.654529,1834,1370,464
"State St & Harrison St",41.874053,-87.627716,"Clinton St & Washington Blvd",41.88338,-87.64117,1834,1678,156
"Clark St & Schiller St",41.907993,-87.631501,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1832,1645,187
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"Paulina St & Flournoy St",41.8730610879,-87.6691348851,1832,1617,215
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,"Franklin St & Monroe St",41.880317,-87.635185,1832,1533,299
"McClurg Ct & Illinois St",41.89102,-87.6173,"Clark St & Elm St",41.903233,-87.631253,1832,1303,529
"Halsted St & Roosevelt Rd",41.867324,-87.648625,"Clinton St & Madison St",41.8827519657,-87.6411902905,1831,1627,204
"Streeter Dr & Grand Ave",41.892278,-87.612043,"State St & Harrison St",41.874053,-87.627716,1830,528,1302
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Southport Ave & Clark St",41.957081,-87.664199,1830,1578,252
"Sedgwick St & Huron St",41.894666,-87.638437,"Rush St & Superior St",41.8957647456,-87.6259080327,1830,1511,319
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,"Wood St & Milwaukee Ave",41.907655,-87.672552,1830,1460,370
"Clinton St & Lake St",41.88583274,-87.64138231,"Wabash Ave & Grand Ave",41.891738,-87.626937,1830,1625,205
"Dusable Harbor",41.886976,-87.612813,"Field Museum",41.865312,-87.617867,1829,232,1597
"Clark St & Lincoln Ave",41.915689,-87.6346,"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,1828,1187,641
"St. Clair St & Erie St",41.8943451374,-87.6227983832,"Franklin St & Monroe St",41.880317,-87.635185,1828,1431,397
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,"Halsted St & Dickens Ave",41.919936,-87.64883,1827,1371,456
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Halsted St & Dickens Ave",41.919936,-87.64883,1827,1412,415
"Clark St & Lake St",41.8860208277,-87.6308760584,"Franklin St & Quincy St",41.878724,-87.634793,1827,1701,126
"Calumet Ave & 35th St",41.831379,-87.618034,"State St & 33rd St",41.834734,-87.625813,1826,1660,166
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Clark St & Lincoln Ave",41.915689,-87.6346,1826,641,1185
"Morgan St & Lake St*",41.8854917063,-87.6522892714,"Clinton St & Washington Blvd",41.88338,-87.64117,1826,1615,211
"Clinton St & Washington Blvd",41.88338,-87.64117,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1826,1779,47
"Kingsbury St & Erie St",41.8939139,-87.6417358,"LaSalle St & Illinois St",41.890762,-87.631697,1826,1591,235
"Clinton St & Jackson Blvd",41.8783166118,-87.6409810781,"Wood St & Taylor St",41.869154,-87.671045,1825,1818,7
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Michigan Ave & Ida B Wells Dr",41.876203,-87.624464,1825,117,1708
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Buckingham Fountain",41.876368,-87.6205586,1825,594,1231
"Canal St & Adams St",41.879255,-87.639904,"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1824,1436,388
"Wood St & Milwaukee Ave",41.907655,-87.672552,"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1824,1331,493
"Kingsbury St & Erie St",41.8939139,-87.6417358,"LaSalle St & Washington St",41.882664,-87.63253,1824,1704,120
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,"Broadway & Belmont Ave",41.940106,-87.645451,1824,1160,664
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1823,1661,162
"Clark St & Grace St",41.95078,-87.659172,"Wilton Ave & Belmont Ave",41.94018,-87.65304,1823,1471,352
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Montrose Harbor",41.963982,-87.638181,1823,931,892
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Wood St & Taylor St",41.869154,-87.671045,1822,1763,59
"Kimball Ave & Belmont Ave",41.9393939534,-87.7120676637,"Troy St & Elston Ave",41.9452435685,-87.7066499009,1821,1663,158
"State St & Pearson St",41.897448,-87.628722,"Clark St & Randolph St",41.884576228,-87.63188991,1821,1659,162
"Clinton St & Lake St",41.885637,-87.641823,"LaSalle St & Washington St",41.882664,-87.63253,1821,1743,78
"Canal St & Monroe St",41.8807,-87.63947,"Michigan Ave & Madison St",41.882134,-87.625125,1821,1542,279
"Larrabee St & Webster Ave",41.921822,-87.64414,"Canal St & Adams St",41.879255,-87.639904,1820,1755,65
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Clinton St & Tilden St",41.875885,-87.640795,1819,1621,198
"State St & Randolph St",41.8847302006,-87.6277335692,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1819,1473,346
"MLK Jr Dr & 29th St",41.842052,-87.617,"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1818,1423,395
"Ashland Ave & Grand Ave",41.891072,-87.666611,"Ashland Ave & Lake St",41.88541,-87.66732,1818,1762,56
"State St & Kinzie St",41.88918,-87.6277,"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1818,993,825
"State St & Van Buren St",41.877181,-87.627844,"Michigan Ave & 14th St",41.864059,-87.623727,1817,1619,198
"Glenwood Ave & Morse Ave",42.0079719229,-87.6655023944,"Sheridan Rd & Greenleaf Ave",42.0105865628,-87.6624120948,1816,1556,260
"Honore St & Division St",41.903119,-87.673935,"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,1816,1495,321
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"Theater on the Lake",41.926277,-87.630834,1816,884,932
"Daley Center Plaza",41.884241,-87.629634,"Michigan Ave & Lake St",41.886024,-87.624117,1816,1658,158
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Western Ave & Winnebago Ave",41.915533,-87.687051,1816,1502,314
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"Green St & Randolph St*",41.8836016573,-87.6486267149,1815,1557,258
"Clark St & Elmdale Ave",41.9908604481,-87.66972363,"Clark St & Berwyn Ave",41.9780306225,-87.6685649157,1815,1471,344
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1815,1518,297
"Clark St & North Ave",41.911974,-87.631942,"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,1815,1055,760
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1814,1209,605
"LaSalle St & Washington St",41.882664,-87.63253,"Dearborn St & Erie St",41.893992,-87.629318,1814,1503,311
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,"Streeter Dr & Grand Ave",41.892278,-87.612043,1814,660,1154
"Clark St & Lunt Ave",42.0090111806,-87.6741117239,"Clark St & Schreiber Ave",41.999245,-87.671249,1813,1579,234
"May St & Taylor St",41.8694821,-87.6554864,"Clinton St & Madison St",41.8827519657,-87.6411902905,1812,1633,179
"Ridge Blvd & Howard St",42.019276,-87.68452,"Paulina St & Howard St",42.019159,-87.673573,1811,1556,255
"Clark St & Armitage Ave",41.918306,-87.636282,"LaSalle St & Illinois St",41.890749,-87.63206,1811,1363,448
"LaSalle St & Jackson Blvd",41.87817,-87.631985,"Wells St & Polk St",41.872373,-87.633523,1811,1774,37
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,1810,1627,183
"Dearborn St & Erie St",41.893992,-87.629318,"Ritchie Ct & Banks St",41.906866,-87.626217,1810,1492,318
